# multipoles
# s[mm] polynom_b[n=1][T/m^n] polynom_b[n=3][T/m^n] polynom_b[n=5][T/m^n] 
+4.7900000000000006e+01 +1.6263959454579546e-03 -1.9230206781602585e-01 -8.6923073490930874e+03 
+4.8000000000000000e+01 +1.6102771096579104e-03 -1.0982015898061703e-01 -8.8709480620098384e+03 
+4.8100000000000001e+01 +1.5917787886926265e-03 +1.6821911602889861e-02 -9.2046166977529410e+03 
+4.8200000000000003e+01 +1.5713743080094627e-03 +1.7884268185875205e-01 -9.6629484907431342e+03 
+4.8300000000000004e+01 +1.5497078746103080e-03 +3.6420911058494482e-01 -1.0204762696504828e+04 
+4.8400000000000006e+01 +1.5274236954968639e-03 +5.6088815658180990e-01 -1.0788878570568482e+04 
+4.8500000000000000e+01 +1.5051659776710552e-03 +7.5684677864682115e-01 -1.1374115368457175e+04 
+4.8600000000000001e+01 +1.4835789281345600e-03 +9.4005193558062528e-01 -1.1919292345702162e+04 
+4.8700000000000003e+01 +1.4633067538892476e-03 +1.0984705861813999e+00 -1.2383228757828319e+04 
+4.8800000000000004e+01 +1.4449936619369155e-03 +1.2200696892482839e+00 -1.2724743860363045e+04 
+4.8900000000000006e+01 +1.4292838592793830e-03 +1.2928162035800894e+00 -1.2902656908832842e+04 
+4.9000000000000000e+01 +1.4168215529183972e-03 +1.3046770879766050e+00 -1.2875787158766765e+04 
+4.9100000000000001e+01 +1.4080382429206366e-03 +1.2475326547755381e+00 -1.2616099737616398e+04 
+4.9200000000000003e+01 +1.4025146016120001e-03 +1.1289166304730571e+00 -1.2148143260541028e+04 
+4.9300000000000004e+01 +1.3996185943832512e-03 +9.6027609510420076e-01 -1.1509612214624989e+04 
+4.9400000000000006e+01 +1.3987181866251446e-03 +7.5305812870403499e-01 -1.0738201086952578e+04 
+4.9500000000000000e+01 +1.3991813437284240e-03 +5.1870981130783012e-01 -9.8716043646087091e+03 
+4.9600000000000001e+01 +1.4003760310838378e-03 +2.6867822295077304e-01 -8.9475165346780395e+03 
+4.9700000000000003e+01 +1.4016702140821887e-03 +1.4410443667360058e-02 -8.0036320842434807e+03 
+4.9800000000000004e+01 +1.4024318581141184e-03 -2.3264644650587119e-01 -7.0776455003931151e+03 
+4.9900000000000006e+01 +1.4020289285704940e-03 -4.6104536753517117e-01 -6.2072512702080530e+03 
+5.0000000000000000e+01 +1.3998293908420141e-03 -6.5933923938479821e-01 -5.4301438807742488e+03 
+5.0100000000000001e+01 +1.3953380971051825e-03 -8.1852914618464812e-01 -4.7762102270020623e+03 
+5.0200000000000003e+01 +1.3886074466797447e-03 -9.3940882872805564e-01 -4.2441068350962214e+03 
+5.0300000000000004e+01 +1.3798267256710454e-03 -1.0252201919714610e+00 -3.8246826390921660e+03 
+5.0400000000000006e+01 +1.3691852201845663e-03 -1.0792051408730510e+00 -3.5087865730209019e+03 
+5.0500000000000000e+01 +1.3568722163257187e-03 -1.1046055803901116e+00 -3.2872675709156861e+03 
+5.0600000000000001e+01 +1.3430770001999716e-03 -1.1046634154807049e+00 -3.1509745668077949e+03 
+5.0700000000000003e+01 +1.3279888579127081e-03 -1.0826205511017881e+00 -3.0907564947313331e+03 
+5.0800000000000004e+01 +1.3117970755694055e-03 -1.0417188922114322e+00 -3.0974622887176306e+03 
+5.0900000000000006e+01 +1.2946909392754784e-03 -9.8520034376709731e-01 -3.1619408827993861e+03 
+5.1000000000000000e+01 +1.2768597351363541e-03 -9.1630681072614995e-01 -3.2750412110098223e+03 
+5.1100000000000001e+01 +1.2584916740193469e-03 -8.3831280878050707e-01 -3.4269287243270019e+03 
+5.1200000000000003e+01 +1.2397706658390792e-03 -7.5462329655609117e-01 -3.6050349415203950e+03 
+5.1300000000000004e+01 +1.2208795452720558e-03 -6.6867584341312591e-01 -3.7961078983051416e+03 
+5.1400000000000006e+01 +1.2020011469947359e-03 -5.8390801871130260e-01 -3.9868956303976970e+03 
+5.1500000000000000e+01 +1.1833183056836668e-03 -5.0375739181129953e-01 -4.1641461735121384e+03 
+5.1600000000000001e+01 +1.1650138560152898e-03 -4.3166153207262387e-01 -4.3146075633653718e+03 
+5.1700000000000003e+01 +1.1472706326661349e-03 -3.7105800885576490e-01 -4.4250278356719245e+03 
+5.1800000000000004e+01 +1.1302714703126803e-03 -3.2538439152062348e-01 -4.4821550261477469e+03 
+5.1900000000000006e+01 +1.1141992036314123e-03 -2.9807824942718342e-01 -4.4727371705086107e+03 
+5.2000000000000000e+01 +1.0992366672988390e-03 -2.9257715193570333e-01 -4.3835223044695840e+03 
+5.2100000000000001e+01 +1.0854928925625861e-03 -3.1098013737213381e-01 -4.2064061056093233e+03 
+5.2200000000000003e+01 +1.0727816969549162e-03 -3.5003211992724570e-01 -3.9538748189555999e+03 
+5.2300000000000004e+01 +1.0608430945791803e-03 -4.0513948275707623e-01 -3.6435623314009285e+03 
+5.2400000000000006e+01 +1.0494170995388162e-03 -4.7170860901878980e-01 -3.2931025298349205e+03 
+5.2500000000000000e+01 +1.0382437259371525e-03 -5.4514588186816804e-01 -2.9201293011506855e+03 
+5.2600000000000001e+01 +1.0270629878776408e-03 -6.2085768446253053e-01 -2.5422765322374744e+03 
+5.2700000000000003e+01 +1.0156148994636279e-03 -6.9425039995792293e-01 -2.1771781099876939e+03 
+5.2800000000000004e+01 +1.0036394747984976e-03 -7.6073041151078846e-01 -1.8424679212928302e+03 
+5.2900000000000006e+01 +9.9087672798563197e-04 -8.1570410227759782e-01 -1.5557798530442440e+03 
+5.3000000000000000e+01 +9.7706667312846785e-04 -8.5457785541548736e-01 -1.3347477921316104e+03 
+5.3100000000000001e+01 +9.6202185299095648e-04 -8.7395926769089627e-01 -1.1922922618316188e+03 
+5.3200000000000003e+01 +9.4584492497957963e-04 -8.7526079031340065e-01 -1.1224803309537667e+03 
+5.3300000000000004e+01 +9.2871107516138171e-04 -8.6109608810244398e-01 -1.1146657046931230e+03 
+5.3400000000000006e+01 +9.1079548960343120e-04 -8.3407882587780224e-01 -1.1582020882439097e+03 
+5.3500000000000000e+01 +8.9227335437281154e-04 -7.9682266845942851e-01 -1.2424431867998717e+03 
+5.3600000000000001e+01 +8.7331985553657301e-04 -7.5194128066686761e-01 -1.3567427055558346e+03 
+5.3700000000000003e+01 +8.5411017916177498e-04 -7.0204832731975575e-01 -1.4904543497063721e+03 
+5.3800000000000004e+01 +8.3481951131547292e-04 -6.4975747323771282e-01 -1.6329318244460851e+03 
+5.3900000000000006e+01 +8.1562303806477228e-04 -5.9768238324095935e-01 -1.7735288349680688e+03 
+5.4000000000000000e+01 +7.9669594547669839e-04 -5.4843672214870132e-01 -1.9015990864679966e+03 
+5.4100000000000001e+01 +7.7817552612899040e-04 -5.0408275903707311e-01 -2.0088011971973795e+03 
+5.4200000000000003e+01 +7.6004749864197376e-04 -4.6447718000632737e-01 -2.0960134376402812e+03 
+5.4300000000000004e+01 +7.4225968814667094e-04 -4.2892527541341052e-01 -2.1664189913371888e+03 
+5.4400000000000006e+01 +7.2475991977412324e-04 -3.9673233561549959e-01 -2.2232010418280142e+03 
+5.4500000000000000e+01 +7.0749601865524017e-04 -3.6720365096808949e-01 -2.2695427726569751e+03 
+5.4600000000000001e+01 +6.9041580992110609e-04 -3.3964451182892608e-01 -2.3086273673625228e+03 
+5.4700000000000003e+01 +6.7346711870266789e-04 -3.1336020855399227e-01 -2.3436380094876145e+03 
+5.4800000000000004e+01 +6.5659777013097860e-04 -2.8765603150060648e-01 -2.3777578825717997e+03 
+5.4900000000000006e+01 +6.3975558933699423e-04 -2.6183727102486781e-01 -2.4141701701577563e+03 
+5.5000000000000000e+01 +6.2288840145175817e-04 -2.3520921748397572e-01 -2.4560580557853141e+03 
+5.5100000000000001e+01 +6.0595843767914811e-04 -2.0729696411153764e-01 -2.5056500291254133e+03 
+5.5200000000000003e+01 +5.8898555351470975e-04 -1.7850481565078805e-01 -2.5613558043631569e+03 
+5.5300000000000004e+01 +5.7200401052686896e-04 -1.4945687972192870e-01 -2.6206304018132887e+03 
+5.5400000000000006e+01 +5.5504807028403818e-04 -1.2077726394502632e-01 -2.6809288417908683e+03 
+5.5500000000000000e+01 +5.3815199435466735e-04 -9.3090075940570047e-02 -2.7397061446099187e+03 
+5.5600000000000001e+01 +5.2135004430718548e-04 -6.7019423328845390e-02 -2.7944173305849590e+03 
+5.5700000000000003e+01 +5.0467648171001066e-04 -4.3189413729941631e-02 -2.8425174200310307e+03 
+5.5800000000000004e+01 +4.8816556813158148e-04 -2.2224154764237909e-02 -2.8814614332624096e+03 
+5.5900000000000006e+01 +4.7185156514034470e-04 -4.7477540522162538e-03 -2.9087043905931187e+03 
+5.6000000000000000e+01 +4.5576873430470461e-04 +8.6156807862151682e-03 -2.9217013123386682e+03 
+5.6100000000000001e+01 +4.3993945718994972e-04 +1.7448421746239597e-02 -2.9186738198299454e+03 
+5.6200000000000003e+01 +4.2433859534879361e-04 +2.2158259285205439e-02 -2.9009099384641945e+03 
+5.6300000000000004e+01 +4.0892913033078321e-04 +2.3359363476217903e-02 -2.8704642946557128e+03 
+5.6400000000000006e+01 +3.9367404368546827e-04 +2.1665904392382581e-02 -2.8293915148188612e+03 
+5.6500000000000000e+01 +3.7853631696240994e-04 +1.7692052106652562e-02 -2.7797462253675758e+03 
+5.6600000000000001e+01 +3.6347893171116035e-04 +1.2051976692074830e-02 -2.7235830527160556e+03 
+5.6700000000000003e+01 +3.4846486948126643e-04 +5.3598482217746138e-03 -2.6629566232786697e+03 
+5.6800000000000004e+01 +3.3345711182228494e-04 -1.7701632312354749e-03 -2.5999215634695261e+03 
+5.6900000000000006e+01 +3.1841864028377777e-04 -8.7238875940250076e-03 -2.5365324997025082e+03 
+5.7000000000000000e+01 +3.0331243641528583e-04 -1.4887154793371824e-02 -2.4748440583922556e+03 
+5.7100000000000001e+01 +2.8811152760585177e-04 -1.9770782379998037e-02 -2.4165255028756360e+03 
+5.7200000000000003e+01 +2.7282912460242971e-04 -2.3385538399017559e-02 -2.3617046441819512e+03 
+5.7300000000000004e+01 +2.5748848399144647e-04 -2.5867178519061580e-02 -2.3101239302638578e+03 
+5.7400000000000006e+01 +2.4211286235933924e-04 -2.7351458408915390e-02 -2.2615258090735974e+03 
+5.7500000000000000e+01 +2.2672551629254341e-04 -2.7974133737318177e-02 -2.2156527285635384e+03 
+5.7600000000000001e+01 +2.1134970237749159e-04 -2.7870960173017170e-02 -2.1722471366860213e+03 
+5.7700000000000003e+01 +1.9600867720061455e-04 -2.7177693384702033e-02 -2.1310514813935315e+03 
+5.7800000000000004e+01 +1.8072569734834925e-04 -2.6030089041136982e-02 -2.0918082106383827e+03 
+5.7900000000000006e+01 +1.6552401940712875e-04 -2.4563902811056207e-02 -2.0542597723729427e+03 
+5.8000000000000000e+01 +1.5042689996338712e-04 -2.2914890363182297e-02 -2.0181486145496251e+03 
+5.8100000000000001e+01 +1.3544758355967640e-04 -2.1175219297844900e-02 -1.9832810801947351e+03 
+5.8200000000000003e+01 +1.2055926656303869e-04 -1.9262704941815166e-02 -1.9497190926301760e+03 
+5.8300000000000004e+01 +1.0572513329663510e-04 -1.7051574553459167e-02 -1.9175884702517797e+03 
+5.8400000000000006e+01 +9.0908368083625826e-05 -1.4416055391126918e-02 -1.8870150314554228e+03 
+5.8500000000000000e+01 +7.6072155247173216e-05 -1.1230374713185940e-02 -1.8581245946369370e+03 
+5.8600000000000001e+01 +6.1179679110437771e-05 -7.3687597780173327e-03 -1.8310429781921141e+03 
+5.8700000000000003e+01 +4.6194123996577165e-05 -2.7054378439275066e-03 -1.8058960005169431e+03 
+5.8800000000000004e+01 +3.1078674228756440e-05 +2.8853638306680683e-03 -1.7828094800071297e+03 
+5.8900000000000006e+01 +1.5796514130135982e-05 +9.5294179874196461e-03 -1.7619092350585554e+03 
+5.9000000000000000e+01 +3.1082802387657138e-07 +1.7352497367976030e-02 -1.7433210840670881e+03 
+5.9100000000000001e+01 -1.5400402906513405e-05 +2.6406727039059379e-02 -1.7270426091521938e+03 
+5.9200000000000003e+01 -3.1300010036163885e-05 +3.6449641368205617e-02 -1.7125584473290351e+03 
+5.9300000000000004e+01 -4.7336027879843584e-05 +4.7165127047873089e-02 -1.6992249993359899e+03 
+5.9400000000000006e+01 -6.3456490952330395e-05 +5.8237070770631699e-02 -1.6863986659117104e+03 
+5.9500000000000000e+01 -7.9609433768399783e-05 +6.9349359229040022e-02 -1.6734358477948315e+03 
+5.9600000000000001e+01 -9.5742890842832030e-05 +8.0185879115680064e-02 -1.6596929457240462e+03 
+5.9700000000000003e+01 -1.1180489669040308e-04 +9.0430517123100268e-02 -1.6445263604379400e+03 
+5.9800000000000004e+01 -1.2774348582588588e-04 +9.9767159943820349e-02 -1.6272924926750570e+03 
+5.9900000000000006e+01 -1.4350669276404573e-04 +1.0787969427024872e-01 -1.6073477431736355e+03 
+6.0000000000000000e+01 -1.5904255201968395e-04 +1.1445200679527621e-01 -1.5840485126731660e+03 
+6.0100000000000001e+01 -1.7431219767798014e-04 +1.1926601443949408e-01 -1.5569779138142667e+03 
+6.0200000000000003e+01 -1.8932916210579218e-04 +1.2249575503666978e-01 -1.5266259068482736e+03 
+6.0300000000000004e+01 -2.0412007724038679e-04 +1.2441329664867963e-01 -1.4937091639286998e+03 
+6.0400000000000006e+01 -2.1871157501903780e-04 +1.2529070733751896e-01 -1.4589443572093919e+03 
+6.0500000000000000e+01 -2.3313028737902071e-04 +1.2540005516518890e-01 -1.4230481588441785e+03 
+6.0600000000000001e+01 -2.4740284625761176e-04 +1.2501340819367734e-01 -1.3867372409868747e+03 
+6.0700000000000003e+01 -2.6155588359207544e-04 +1.2440283448486116e-01 -1.3507282757910091e+03 
+6.0800000000000004e+01 -2.7561603131969289e-04 +1.2384040210080222e-01 -1.3157379354105703e+03 
+6.0900000000000006e+01 -2.8960992137771937e-04 +1.2359817910325270e-01 -1.2824828919987719e+03 
+6.1000000000000000e+01 -3.0356418570344414e-04 +1.2394823355439930e-01 -1.2516798177099406e+03 
+6.1100000000000001e+01 -3.1749912043298195e-04 +1.2509160250087109e-01 -1.2238467450982237e+03 
+6.1200000000000003e+01 -3.3140967849791157e-04 +1.2694519892928308e-01 -1.1987071483227835e+03 
+6.1300000000000004e+01 -3.4528447702868674e-04 +1.2935490481136466e-01 -1.1757858619443607e+03 
+6.1400000000000006e+01 -3.5911213315566583e-04 +1.3216660211761000e-01 -1.1546077205205033e+03 
+6.1500000000000000e+01 -3.7288126400932421e-04 +1.3522617282002447e-01 -1.1346975586126482e+03 
+6.1600000000000001e+01 -3.8658048672007069e-04 +1.3837949888973172e-01 -1.1155802107799702e+03 
+6.1700000000000003e+01 -4.0019841841832971e-04 +1.4147246229808522e-01 -1.0967805115822277e+03 
+6.1800000000000004e+01 -4.1372367623453729e-04 +1.4435094501657678e-01 -1.0778232955795397e+03 
+6.1900000000000006e+01 -4.2714487729912345e-04 +1.4686082901662106e-01 -1.0582333973318175e+03 
+6.2000000000000000e+01 -4.4045063874249764e-04 +1.4884799626938677e-01 -1.0375356513983688e+03 
+6.2100000000000001e+01 -4.5363308421770594e-04 +1.5020348610504891e-01 -1.0153830317552022e+03 
+6.2200000000000003e+01 -4.6669836346831446e-04 +1.5099896728975207e-01 -9.9194107004524426e+02 
+6.2300000000000004e+01 -4.7965613276046838e-04 +1.5135126594790718e-01 -9.6750343732621411e+02 
+6.2400000000000006e+01 -4.9251604836037920e-04 +1.5137720820480610e-01 -9.4236380465812454e+02 
+6.2500000000000000e+01 -5.0528776653417065e-04 +1.5119362018461863e-01 -9.1681584309810307e+02 
+6.2600000000000001e+01 -5.1798094354806588e-04 +1.5091732801274441e-01 -8.9115322370642377e+02 
+6.2700000000000003e+01 -5.3060523566819608e-04 +1.5066515781344458e-01 -8.6566961754043734e+02 
+6.2800000000000004e+01 -5.4317029916074863e-04 +1.5055393571169912e-01 -8.4065869565935213e+02 
+6.2900000000000006e+01 -5.5568579029189680e-04 +1.5070048783230161e-01 -8.1641412912190435e+02 
+6.3000000000000000e+01 -5.6816136532780845e-04 +1.5122164029999011e-01 -7.9322958898668060e+02 
+6.3100000000000001e+01 -5.8060322954708692e-04 +1.5220727198442524e-01 -7.7135044792090014e+02 
+6.3200000000000003e+01 -5.9300378427810951e-04 +1.5363947273570219e-01 -7.5082888502842445e+02 
+6.3300000000000004e+01 -6.0535197986166323e-04 +1.5547338514848788e-01 -7.3166878102080466e+02 
+6.3400000000000006e+01 -6.1763676663858255e-04 +1.5766415181812724e-01 -7.1387401661140257e+02 
+6.3500000000000000e+01 -6.2984709494963616e-04 +1.6016691533907712e-01 -6.9744847251124997e+02 
+6.3600000000000001e+01 -6.4197191513563337e-04 +1.6293681830631132e-01 -6.8239602943272848e+02 
+6.3700000000000003e+01 -6.5400017753738438e-04 +1.6592900331485677e-01 -6.6872056808836226e+02 
+6.3800000000000004e+01 -6.6592083249567241e-04 +1.6909861295932754e-01 -6.5642596918956042e+02 
+6.3900000000000006e+01 -6.7772283035130265e-04 +1.7240078983471774e-01 -6.4551611344882690e+02 
+6.4000000000000000e+01 -6.8939512144508531e-04 +1.7579067653601682e-01 -6.3599488157855114e+02 
+6.4100000000000009e+01 -7.0093166227716108e-04 +1.7923471016630865e-01 -6.2782541480690656e+02 
+6.4200000000000003e+01 -7.1234643398502932e-04 +1.8274450586185412e-01 -6.2080789642737818e+02 
+6.4299999999999997e+01 -7.2365842386547989e-04 +1.8634297326642282e-01 -6.1470177024767793e+02 
+6.4400000000000006e+01 -7.3488661921539058e-04 +1.9005302202491300e-01 -6.0926648007840890e+02 
+6.4500000000000000e+01 -7.4605000733155263e-04 +1.9389756178124876e-01 -6.0426146972776621e+02 
+6.4600000000000009e+01 -7.5716757551079884e-04 +1.9789950217972119e-01 -5.9944618300478385e+02 
+6.4700000000000003e+01 -7.6825831104997166e-04 +2.0208175286487853e-01 -5.9458006371920942e+02 
+6.4799999999999997e+01 -7.7934120124587903e-04 +2.0646722348071600e-01 -5.8942255567933842e+02 
+6.4900000000000006e+01 -7.9043523339535798e-04 +2.1107882367161057e-01 -5.8373310269442447e+02 
+6.5000000000000000e+01 -8.0155939479524074e-04 +2.1593946308200251e-01 -5.7727114857398146e+02 
+6.5100000000000009e+01 -8.1272601101363895e-04 +2.2105486624405740e-01 -5.6985341480092836e+02 
+6.5200000000000003e+01 -8.2392076070381918e-04 +2.2636201724187194e-01 -5.6152573355466006e+02 
+6.5299999999999997e+01 -8.3512266079035222e-04 +2.3178071504762243e-01 -5.5239121468891733e+02 
+6.5400000000000006e+01 -8.4631072819781874e-04 +2.3723075863375201e-01 -5.4255296805827084e+02 
+6.5500000000000000e+01 -8.5746397985073228e-04 +2.4263194697171722e-01 -5.3211410351457232e+02 
+6.5600000000000009e+01 -8.6856143267371934e-04 +2.4790407903445705e-01 -5.2117773091358902e+02 
+6.5700000000000003e+01 -8.7958210359128188e-04 +2.5296695379341511e-01 -5.0984696010727390e+02 
+6.5799999999999997e+01 -8.9050500952805747e-04 +2.5774037022158564e-01 -4.9822490095142950e+02 
+6.5900000000000006e+01 -9.0130916740851011e-04 +2.6214412728990671e-01 -4.8641466329675211e+02 
+6.6000000000000000e+01 -9.1197359415727986e-04 +2.6609802397145838e-01 -4.7451935699926349e+02 
+6.6100000000000009e+01 -9.2248246250949866e-04 +2.6954740938115035e-01 -4.6263965282133364e+02 
+6.6200000000000003e+01 -9.3284056844269438e-04 +2.7253983320639474e-01 -4.5086646516332883e+02 
+6.6299999999999997e+01 -9.4305786374496408e-04 +2.7514839527734741e-01 -4.3928826933425012e+02 
+6.6400000000000006e+01 -9.5314430020446747e-04 +2.7744619542490823e-01 -4.2799354064489376e+02 
+6.6500000000000000e+01 -9.6310982960929085e-04 +2.7950633347911585e-01 -4.1707075440391208e+02 
+6.6600000000000009e+01 -9.7296440374755480e-04 +2.8140190927043768e-01 -4.0660838592110883e+02 
+6.6700000000000003e+01 -9.8271797440740473e-04 +2.8320602262964506e-01 -3.9669491050698065e+02 
+6.6799999999999997e+01 -9.9238049337692326e-04 +2.8499177338665782e-01 -3.8741880346982606e+02 
+6.6900000000000006e+01 -1.0019619124442530e-03 +2.8683226137224599e-01 -3.7886854012025100e+02 
+6.7000000000000000e+01 -1.0114721833975012e-03 +2.8880058641669482e-01 -3.7113259576750255e+02 
+6.7100000000000009e+01 -1.0209189466097073e-03 +2.9094899975298399e-01 -3.6425836559390137e+02 
+6.7200000000000003e+01 -1.0303005967935714e-03 +2.9324635822439959e-01 -3.5812892427292326e+02 
+6.7299999999999997e+01 -1.0396132172467442e-03 +2.9564067007712519e-01 -3.5258626635163012e+02 
+6.7400000000000006e+01 -1.0488528912668271e-03 +2.9807994355669964e-01 -3.4747238637535099e+02 
+6.7500000000000000e+01 -1.0580157021514856e-03 +3.0051218690954307e-01 -3.4262927889173807e+02 
+6.7600000000000009e+01 -1.0670977331983190e-03 +3.0288540838120415e-01 -3.3789893844623765e+02 
+6.7700000000000003e+01 -1.0760950677049621e-03 +3.0514761621771652e-01 -3.3312335958548573e+02 
+6.7799999999999997e+01 -1.0850037889690478e-03 +3.0724681866500586e-01 -3.2814453685582873e+02 
+6.7900000000000006e+01 -1.0938199802881809e-03 +3.0913102396867559e-01 -3.2280446480280301e+02 
+6.8000000000000000e+01 -1.1025397249600267e-03 +3.1074824037519816e-01 -3.1694513797425793e+02 
+6.8100000000000009e+01 -1.1111602795429436e-03 +3.1206198585067685e-01 -3.1044836234283804e+02 
+6.8200000000000003e+01 -1.1196835936385784e-03 +3.1309781724723601e-01 -3.0335518960042424e+02 
+6.8299999999999997e+01 -1.1281127901091373e-03 +3.1389680113490170e-01 -2.9574648285923939e+02 
+6.8400000000000006e+01 -1.1364509918170528e-03 +3.1450000408664319e-01 -2.8770310523909717e+02 
+6.8500000000000000e+01 -1.1447013216246058e-03 +3.1494849267364289e-01 -2.7930591985537262e+02 
+6.8600000000000009e+01 -1.1528669023941199e-03 +3.1528333346740967e-01 -2.7063578982409183e+02 
+6.8700000000000003e+01 -1.1609508569879752e-03 +3.1554559304037505e-01 -2.6177357826379330e+02 
+6.8799999999999997e+01 -1.1689563082684581e-03 +3.1577633796357407e-01 -2.5280014828926386e+02 
+6.8900000000000006e+01 -1.1768863790979516e-03 +3.1601663480942555e-01 -2.4379636301903076e+02 
+6.9000000000000000e+01 -1.1847441923386914e-03 +3.1630755014840672e-01 -2.3484308556648389e+02 
+6.9100000000000009e+01 -1.1925322008180098e-03 +3.1668394811420264e-01 -2.2602867862612874e+02 
+6.9200000000000003e+01 -1.2002501772227765e-03 +3.1715588308262471e-01 -2.1747150318918048e+02 
+6.9299999999999997e+01 -1.2078972242048280e-03 +3.1772720699082840e-01 -2.0929741982288229e+02 
+6.9400000000000006e+01 -1.2154724444159730e-03 +3.1840177177576962e-01 -2.0163228909417975e+02 
+6.9500000000000000e+01 -1.2229749405079943e-03 +3.1918342937407657e-01 -1.9460197156910377e+02 
+6.9600000000000009e+01 -1.2304038151327672e-03 +3.2007603172346966e-01 -1.8833232781646112e+02 
+6.9700000000000003e+01 -1.2377581709420585e-03 +3.2108343076039331e-01 -1.8294921840183432e+02 
+6.9799999999999997e+01 -1.2450371105877380e-03 +3.2220947842247316e-01 -1.7857850389375301e+02 
+6.9900000000000006e+01 -1.2522397367215959e-03 +3.2345802664644135e-01 -1.7534604485858378e+02 
+7.0000000000000000e+01 -1.2593651519954324e-03 +3.2483292736912828e-01 -1.7337770186286673e+02 
+7.0100000000000009e+01 -1.2664131678048751e-03 +3.2633822634315385e-01 -1.7274287984664252e+02 
+7.0200000000000003e+01 -1.2733864305208727e-03 +3.2797874458503756e-01 -1.7328516124634265e+02 
+7.0299999999999997e+01 -1.2802882952580913e-03 +3.2975949692565043e-01 -1.7479167286818142e+02 
+7.0400000000000006e+01 -1.2871221171312256e-03 +3.3168549819626986e-01 -1.7704954151939833e+02 
+7.0500000000000000e+01 -1.2938912512549926e-03 +3.3376176322851797e-01 -1.7984589400822654e+02 
+7.0600000000000009e+01 -1.3005990527441391e-03 +3.3599330685429563e-01 -1.8296785714351208e+02 
+7.0700000000000003e+01 -1.3072488767133321e-03 +3.3838514390455909e-01 -1.8620255773168779e+02 
+7.0799999999999997e+01 -1.3138440782772913e-03 +3.4094228921089798e-01 -1.8933712258085393e+02 
+7.0900000000000006e+01 -1.3203880125507177e-03 +3.4366975760464413e-01 -1.9215867849839643e+02 
+7.1000000000000000e+01 -1.3268840346483068e-03 +3.4657256391715080e-01 -1.9445435229182519e+02 
+7.1100000000000009e+01 -1.3333343023253300e-03 +3.4964679480225030e-01 -1.9605836167608498e+02 
+7.1200000000000003e+01 -1.3397361838990202e-03 +3.5285282419983910e-01 -1.9699328798627266e+02 
+7.1299999999999997e+01 -1.3460858503272167e-03 +3.5614209787260531e-01 -1.9732880346561174e+02 
+7.1400000000000006e+01 -1.3523794725676824e-03 +3.5946606158242828e-01 -1.9713458035543525e+02 
+7.1500000000000000e+01 -1.3586132215782816e-03 +3.6277616109244815e-01 -1.9648029090024878e+02 
+7.1600000000000009e+01 -1.3647832683167868e-03 +3.6602384216456690e-01 -1.9543560734134482e+02 
+7.1700000000000003e+01 -1.3708857837409526e-03 +3.6916055056049379e-01 -1.9407020191950889e+02 
+7.1799999999999997e+01 -1.3769169388086623e-03 +3.7213773204359452e-01 -1.9245374687983011e+02 
+7.1900000000000006e+01 -1.3828729044776924e-03 +3.7490683237585665e-01 -1.9065591446387589e+02 
+7.2000000000000000e+01 -1.3887498517057778e-03 +3.7741929731877460e-01 -1.8874637691191128e+02 
+7.2100000000000009e+01 -1.3945449303498292e-03 +3.7963899369958781e-01 -1.8678204392165406e+02 
+7.2200000000000003e+01 -1.4002592058626052e-03 +3.8157947259822789e-01 -1.8476877499467841e+02 
+7.2299999999999997e+01 -1.4058947225958620e-03 +3.8326670615802733e-01 -1.8269966708389387e+02 
+7.2400000000000006e+01 -1.4114535249014771e-03 +3.8472666652394305e-01 -1.8056781714643915e+02 
+7.2500000000000000e+01 -1.4169376571311419e-03 +3.8598532583852502e-01 -1.7836632213324555e+02 
+7.2600000000000009e+01 -1.4223491636367166e-03 +3.8706865624648112e-01 -1.7608827900079379e+02 
+7.2700000000000003e+01 -1.4276900887699960e-03 +3.8800262989178930e-01 -1.7372678470378477e+02 
+7.2799999999999997e+01 -1.4329624768828076e-03 +3.8881321891867715e-01 -1.7127493619740818e+02 
+7.2900000000000006e+01 -1.4381683723268923e-03 +3.8952639547035778e-01 -1.6872583043433247e+02 
+7.3000000000000000e+01 -1.4433098194540691e-03 +3.9016813169104686e-01 -1.6607256436979469e+02 
+7.3100000000000009e+01 -1.4483885774282345e-03 +3.9076063941232758e-01 -1.6331339611589451e+02 
+7.3200000000000003e+01 -1.4534052646615896e-03 +3.9131108921521229e-01 -1.6046722841193184e+02 
+7.3299999999999997e+01 -1.4583602143783980e-03 +3.9182289136784859e-01 -1.5755812515343382e+02 
+7.3400000000000006e+01 -1.4632537598029702e-03 +3.9229945613909012e-01 -1.5461015023785856e+02 
+7.3500000000000000e+01 -1.4680862341596380e-03 +3.9274419379797454e-01 -1.5164736756299990e+02 
+7.3600000000000009e+01 -1.4728579706725980e-03 +3.9316051461186186e-01 -1.4869384102244945e+02 
+7.3700000000000003e+01 -1.4775693025661871e-03 +3.9355182884983503e-01 -1.4577363451408894e+02 
+7.3799999999999997e+01 -1.4822205630647216e-03 +3.9392154678084329e-01 -1.4291081193565586e+02 
+7.3900000000000006e+01 -1.4868120853924359e-03 +3.9427307867267708e-01 -1.4012943718178508e+02 
+7.4000000000000000e+01 -1.4913442027736543e-03 +3.9460983479425826e-01 -1.3745357414992566e+02 
